,id_tienda,nombre_tienda,region,estado,ciudad,municipio,proto,long,lat,con_serv
265,1584,Espacio Esmeralda,Centro,Mexico,ZM del Valle de México,Atizapán de Zaragoza,SPCT-112,-99.290336,19.552911,Sí
266,3852,Plateros,Centro,Distrito Federal,ZM del Valle de México,Álvaro Obregón,SPCT-112,-99.194069,19.36974,Sí
267,3876,Las Aguilas,Centro,Distrito Federal,ZM del Valle de México,Álvaro Obregón,SPCT-112,-99.215397,19.352766,Sí
268,1770,Patio Santa Fe,Centro,Distrito Federal,ZM del Valle de México,Álvaro Obregón,SPCT-127,-99.254174,19.377912,Sí
269,1083,Portal San Angel,Centro,Distrito Federal,ZM del Valle de México,Álvaro Obregón,SC-144,-99.190687,19.361265,Sí
270,2346,Aguascalientes,Bajio,Aguascalientes,ZM de Aguascalientes,Aguascalientes,SPCT-127,-102.295685,21.923979,Sí
271,2349,Acapulco,Suroeste,Guerrero,ZM de Acapulco,Acapulco de Juárez,SPCT-127,-99.847305,16.844695,Sí
272,1067,Diamante,Suroeste,Guerrero,ZM de Acapulco,Acapulco de Juárez,SPCT-127,-99.809303,16.797157,Sí
273,3533,Punto Guadiana,Norte,Durango,Victoria de Durango,Durango,SC - 90,-0.104691,0.24013,Sí
274,4719,San Cristobal,Suroeste,Chiapas,San Cristobal de las Casas,San Cristobal de las Casas,SC - 90,-92.660128,16.744379,Sí
275,3857,Villa Coapa,Centro,Distrito Federal,ZM del Valle de México,Tlalpan,SC-112,-99.123779,19.292962,Sí
276,383,Puerta Tlatelolco,Centro,Distrito Federal,ZM del Valle de México,Cuahutémoc,SC-70,-99.142341,19.456436,Sí
